248.41,277.76959000000056
24.99,27.492401666666726
65.26,93.99129000000131
528.52,580.946680000003
147.39,143.90456816666878
6064.63,2769.285700000001
32.61,42.52687367965368
94.29,121.2240456060605
63.88,83.65885251082254
94.55,407.56926666666686
49.95,87.36461415777595
20.59,67.81765834525517
100.48,94.82674130312377
1090.58,2508.990320952382
170.61,264.6855823691028
100.8,135.24521083333326
422.7,678.0784999999996
626.27,1248.1855000000019
68.24,95.5897576007325
163.88,208.37569166666674
4281.63,3707.0033666666714
80.79,108.22493156926402
492.49,3539.008166666666
16.92,25.313150779220788
131.66,88.36663801587305
49.9,72.55958333333322
33.3,44.45251666666663
423.07,427.33259999999996
265.82,113.15494999999991
17.78,23.7767
723.19,417.14990000000034
359.4,491.05839999999955
24.8,62.8562
120.57,131.97390055541678
2194.47,1993.7654600000074
407.16,283.8285372301603
101.2,162.87146759218612
513.83,562.1161160000026
250.27,474.44386232142847
1638.37,621.4790734999995
336.82,383.38385950000395
194.43,203.04809999999972
148.9,247.68488857142864
40.37,48.516211064213586
201.44,247.7772527380952
