2012.59,2093.251899999997
1992.64,2081.7131999999965
764.27,787.6319999999992
1891.53,2077.016699999997
2033.58,2093.5794999999957
81.96,163.66916666666697
3056.65,2980.8674300000007
3176.88,3001.0954744444443
3124.73,2978.6666411111114
527.79,539.3825000000002
1996.35,1983.2491205793565
2417.42,2463.713029904779
1987.36,2015.7631532222138
458.07,490.14193333333253
2928.28,2961.59556088852
2972.32,2998.7161300833095
2365.51,2478.417810456347
478.93,495.87428833333774
2925.77,2965.7940286071384
3048.66,3090.86270821426
69.79,245.61586999999705
2471.31,2461.0834800000152
101.5,276.5084299999997
2939.35,3050.6665599999596
758.42,788.5391800000109
1999.18,2046.1766990647945
2993.59,2894.42408240204
472.83,505.27510589105333
752.4,746.5350857756133
2797.64,2957.128450000001
691.29,778.7567500000114
2782.02,2932.8149699999744
2006.39,1954.6827100000307
2484.99,2466.081039523809
454.75,473.35959999999994
736.92,762.0396883333333
1973.34,1965.245408333334
1945.34,1948.1496999999983
1997.53,1948.1828999999984
609.3,722.7008999999998
2969.33,3006.8673999999987
513.82,509.32098785714305
2012.52,1940.6943853998787
2470.02,2409.154700158729
2480.89,2413.116060158729
